n_processo;assunto;status;data_deferimento;tipo_de_localizacao;localizacao;endereco;cep;distrito;subprefeitura;categoria_uso;numero_documento;certf_conclusao_tipo;area_objeto_certf_concl
1020.2022/0012075-2;Certificado de Conclusão;deferido;18/10/2022 19:25:37;SQL;071.092.0114-7;TRAVESSA PRECIOSA, S/N, LAUZANE PAULISTA;02441105;LAUZANE PAULISTA;;HIS;16029-22-SP-CCE;Totalmente;691.71
1020.2022/0012070-1;Certificado de Conclusão;deferido;29/11/2022 14:30:34;SQL;064.155.0078-3;R   MUSSUMES, 576, VILA MARIA ALTA;02130070;MG - VILA MARIA-VILA GUILHERME;;HIS;16046-22-SP-CCE;Totalmente;622.5
1020.2022/0012074-4;Certificado de Conclusão;deferido;08/09/2022 11:02:14;SQL;068.541.0038-0;RUA BORGES LADARIO, 36, PARADA INGLESA;02242040;PARADA INGLESA;;HIS;16052-22-SP-CCE;Totalmente;671.06
1020.2022/0012328-0;Certificado de Conclusão;deferido;20/03/2023 16:56:27;SQL;078.030.0042-8;José Amaro Peçanha, 278, Lote 33 da Quadra 84, Parque São Domingos;05126150;Parque São Domingos;;R2h, R2h-1;16085-22-SP-CCE;Totalmente;451.17
1020.2022/0012481-2;Certificado de Conclusão;deferido;10/10/2022 12:53:51;SQL;118.185.0004-2;RUA BARLAVENTO, 25, PARQUE SÃO LUCAS;03265010;PARQUE SÃO LUCAS;;R2h, R2h-1;16097-22-SP-CCE;Totalmente;210.7
1020.2022/0012597-5;Certificado de Conclusão;deferido;26/10/2022 16:12:13;SQL;118.353.0033-1;RUA ARIMA, 85, JARDIM INDEPENDÊNCIA;03222070;JARDIM INDEPENDÊNCIA;;R2h, R2h-1;16190-22-SP-CCE;Totalmente;170.3
1020.2022/0012185-6;Certificado de Conclusão;deferido;10/11/2022 16:02:29;SQL;100.096.0023-9;R   CAVOUR, 968, VILA PRUDENTE;03136010;VP - VILA PRUDENTE;;HIS;16195-22-SP-CCE;Totalmente;699.15
1020.2022/0012186-4;Certificado de Conclusão;deferido;30/09/2022 14:25:39;SQL;100.032.0045-1;Rua Falchi Gianini, 476;03136040;Vila Prudente;;HIS;16214-22-SP-CCE;Totalmente;311.55
1020.2022/0012829-0;Certificado de Conclusão;deferido;06/10/2022 12:31:18;SQL;114.174.0020-9;Rua Acaiaca, 366, Itaquera;08285020;Itaquera;;R2h, R2h-1;16217-22-SP-CCE;Totalmente;249.66
1020.2022/0012508-8;Certificado de Conclusão;deferido;25/11/2022 20:53:47;SQL;118.189.0025-3;Rua Dos Aires, 96 e 98, Vila São Pedro;03265070;Vila São Pedro;;HIS;16256-22-SP-CCE;Totalmente;542.65
1020.2022/0012505-3;Certificado de Conclusão;deferido;23/09/2022 09:38:22;SQL;118.233.0002-1;R   COSTA BARROS, 1295, vila prudente;03210001;VP - VILA PRUDENTE;;HIS;16257-22-SP-CCE;Totalmente;651.57
1020.2022/0012756-0;Certificado de Conclusão;deferido;13/10/2022 11:08:37;SQL;076.302.0012-9;rua miguel bernal, 72, limão;02723080;limão;;R2h, R2h-1;16258-22-SP-CCE;Totalmente;366.96
1020.2022/0012514-2;Certificado de Conclusão;deferido;11/08/2022 16:37:04;SQL, SQL, SQL, SQL, SQL, SQL;112.467.0013-0, 112.467.0014-9, 112.467.0015-7, 112.467.0016-5, 112.467.0021-1, 112.467.0035-1;Rua Coronel Manuel Feliciano de Souza, 609, Vila Jacuí, Rua Coronel Manuel Feliciano de Souza, 615, Vila Jacuí, Rua Guchi Toda, s/n, Lote 18/19 Quadra 1, Vila Jacuí, Rua Guchi Toda, s/n, Lote 16/17 Quadra 1, Vila Jacuí, Rua Coronel Manuel Feliciano de Souza, 599, Vila Jacuí, Rua Guchi Toda, S/N, Lote 15 Quadra 1, Vila Jacuí;08060060, 08060060, 08060160, 08060160, 08060060, 08006016;Vila Jacuí, Vila Jacuí, Vila Jacuí, Vila Jacuí, Vila Jacuí, Vila Jacuí;;HMP, R2v, nR1, nR2, R2v-2, nR1-6, nR2-2;16352-22-SP-CCE;Totalmente;15125.82
1020.2022/0012838-9;Certificado de Conclusão;deferido;01/08/2022 16:41:55;SQL;048.282.0001-0;AV MIGUEL ESTEFNO, 2430, AGUA FUNDA;04301002;AGUA FUNDA;;nR2, nR2-4;16406-22-SP-CCE;Totalmente;355.89
1020.2022/0012914-8;Certificado de Conclusão;deferido;07/10/2022 11:51:07;SQL;125.162.0025-1;Rua Alessandro Araldi, sn , Lote 15 Quadra 11, Jardim Dos Pinheiros;05138260;Jardim Dos Pinheiros;;R2h, R2h-1;16452-22-SP-CCE;Totalmente;386.59
1020.2022/0013009-0;Certificado de Conclusão;deferido;11/10/2022 14:36:56;SQL;152.147.0010-4;Rua Prof Mendes Pimentel, 56, Jd Santa Adelia;03973010;Jd Santa Adelia;;R2h, R2h-1;16455-22-SP-CCE;Totalmente;323.15
1020.2022/0013011-1;Certificado de Conclusão;deferido;26/08/2022 17:23:45;SQL, SQL, SQL, SQL, SQL, SQL, SQL;200.044.0019-2, 200.044.0013-3, 200.044.0014-1, 200.044.0022-2, 200.044.0023-0, 200.044.0074-5, 200.044.0075-3;Rua Engenheiro Bianor, 148, Butantã, Rua Catequese, 78, Butantã, Rua Catequese, 98, Butantã, Rua Engenheiro Bianor, 112, Butantã, Rua Engenheiro Bianor, 96, Butantã, Rua Engenheiro Bianor, s/n, Butantã, Rua Engenheiro Bianor, 116 e 128, Butantã;05502010, 05502020, 05502020, 05502010, 05502010, 05502010, 05502010;Butantã, Butantã, Butantã, Butantã, Butantã, Butantã, Butantã;;nR1, nR1-3;16481-22-SP-CCE;Parcialmente;565.69
1020.2022/0012921-0;Certificado de Conclusão;deferido;10/08/2022 14:30:11;SQL;090.147.0010-5;RUA EPIFANIA , 61, VILA ISA;04689180;VILA ISA;;R2h, R2h-1;16491-22-SP-CCE;Totalmente;313.02
1020.2022/0013020-0;Certificado de Conclusão;deferido;05/08/2022 17:45:46;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;200.043.0032-5, 200.043.0033-3, 200.043.0034-1, 200.043.0035-1, 200.043.0036-8, 200.043.0037-6, 200.043.0038-4, 200.043.0039-2, 200.043.0040-6, 200.043.0041-4, 200.043.0042-2, 200.043.0043-0, 200.043.0044-9, 200.043.0045-7, 200.043.0046-5, 200.043.0047-3;Rua Engenheiro Bianor, 121, Butantã, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta;05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010;Butantã, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta, Butanta;;R2v, nR1, R2v-1, nR1-3;16515-22-SP-CCE;Totalmente;3600.15
1020.2022/0013016-2;Certificado de Conclusão;deferido;03/11/2022 12:38:27;SQL;055.274.0022-4;Rua Maria Cecilia, 51, Vila Carrão;03431020;Vila Carrão;;R2h, R2h-1;16571-22-SP-CCE;Totalmente;220.48
1020.2022/0013111-8;Certificado de Conclusão;deferido;06/10/2022 12:09:22;SQL;049.092.0072-1;RUA ROMÃO PUIGGARI, 961;04164001;VILA MORAES;;R2h, R2h-3;16587-22-SP-CCE;Totalmente;547
1020.2022/0013109-6;Certificado de Conclusão;deferido;27/09/2022 12:54:14;SQL;078.258.0034-6;Avenida General Charles de Gaulle, 141, 133 e 137, Parque São Domingos;05124000;Parque São Domingos;;R2h, R2h-1;16603-22-SP-CCE;Totalmente;364.6
1020.2022/0013115-0;Certificado de Conclusão;deferido;28/09/2022 11:57:25;SQL;067.505.0007-2;Rua Antonieta Altenfelder, lote 7, quadra T, Jardim Guapira;02317170;Jardim Guapira;;R2h, R2h-1;16620-22-SP-CCE;Totalmente;243.6
1020.2022/0012845-1;Certificado de Conclusão;deferido;25/08/2022 16:27:42;SQL;113.162.0015-8;Rua Doutor Emanuel Dias, 290, Vila Santa Tereza;03565050;Vila Santa Tereza;;HIS;16627-22-SP-CCE;Totalmente;268.63
1020.2022/0013203-3;Certificado de Conclusão;deferido;26/08/2022 16:34:08;SQL;086.043.0065-1;RUA DEMÓSTENES, 293;04614011;CAMPO BELO;;R2h, R2h-3;16671-22-SP-CCE;Totalmente;1096.28
1020.2022/0013172-0;Certificado de Conclusão;deferido;21/11/2022 12:50:48;SQL;032.004.0018-8;RUA URBANO COUTO, 65, ALTO DA MOOCA;03183080;ALTO DA MOOCA;;R2h, R2h-1;16688-22-SP-CCE;Totalmente;362.44
1020.2022/0013198-3;Certificado de Conclusão;deferido;08/09/2022 13:00:29;SQL;165.193.0034-8;Rua Carmem Escabia Motta Coelho, 15, Jardim Mazza;05832230;Jardim Mazza;;R2h, R2h-1;16692-22-SP-CCE;Totalmente;482.12
1020.2022/0012937-7;Certificado de Conclusão;deferido;06/04/2023 19:42:46;SQL;051.280.0005-2;Rua Antenas , 32, Vila california;03213000;Vila california;;HIS;16719-22-SP-CCE;Totalmente;531.6
1020.2022/0013032-4;Certificado de Conclusão;deferido;14/09/2022 10:38:10;SQL;055.264.0027-1;RUA DONA VITÓRIA SPEERS, 993, VILA FORMOSA;03359000;VILA FORMOSA;;HIS;16740-22-SP-CCE;Totalmente;645.53
1020.2022/0013303-0;Certificado de Conclusão;deferido;19/10/2022 11:44:22;SQL;078.230.0019-9;Rua João Moreira, 398, Lote 16 Quadra 18, Parque São Domingos;05121040;Parque São Domingos;;R2h, R2h-1;16764-22-SP-CCE;Totalmente;372.5
1020.2022/0013072-3;Certificado de Conclusão;deferido;20/10/2022 21:07:12;SQL;071.209.0031-5;RUA ASSUERO ROQUE, 191, VILA ROQUE;02474020;VILA ROQUE;;HIS;16785-22-SP-CCE;Totalmente;547.04
1020.2022/0013077-4;Certificado de Conclusão;deferido;11/01/2023 19:03:49;SQL;059.169.0004-1;R MAEST  JOSE TESCARI, 229, PENHA DE FRANÇA;03655030;PE - PENHA;;HIS;16810-22-SP-CCE;Totalmente;908.83
1020.2022/0013132-0;Certificado de Conclusão;deferido;26/08/2022 20:14:56;SQL;067.199.0038-2;PRAÇA DOS TROPICOS, 10, VILA NIVI ;02252030;VILA NIVI ;;HIS;16827-22-SP-CCE;Totalmente;555.3
1020.2022/0013311-0;Certificado de Conclusão;deferido;08/11/2022 19:18:46;SQL;114.007.0006-9; Rua Laurentino Xavier dos Santos,  346,  Vila Progresso;08240740; Vila Progresso;;HIS;16929-22-SP-CCE;Totalmente;879.67
1020.2022/0013316-1;Certificado de Conclusão;deferido;21/10/2022 15:11:39;SQL;138.059.0004-9;Rua Ibiajara, 581, Itaquera;08246101;Itaquera;;HIS;16979-22-SP-CCE;Totalmente;606.26
1020.2022/0013365-0;Certificado de Conclusão;deferido;19/08/2022 17:41:43;SQL;075.285.0006-2;RUA PADRE JOAO GUALBERTO, 530, IMIRIM;02537000;IMIRIM;;HIS, R2v, R2v-1;16987-22-SP-CCE;Totalmente;556.32
1020.2022/0013645-4;Certificado de Conclusão;deferido;02/08/2022 11:58:55;SQL;007.081.0089-9;Rua Rego Freitas, 448/ 454;01220010;República;;R2v, nR2, R2v-2, nR2-11;17004-22-SP-CCE;Totalmente;7.32
1020.2022/0013657-8;Certificado de Conclusão;deferido;13/10/2022 11:29:36;SQL;118.490.0003-3;RUA JOÃO GREGORIO LEMOS, 323, PARQUE RESIDENCIAL ORATORIO;03266200;PARQUE RESIDENCIAL ORATORIO;;R2h, R2h-1;17015-22-SP-CCE;Totalmente;191.58
1020.2022/0013832-5;Certificado de Conclusão;deferido;24/10/2022 12:03:29;SQL;093.047.0027-2;Rua Das Trovas, s/n, Socorro;04763110;Socorro;;R2h, R2h-1;17097-22-SP-CCE;Totalmente;311.95
1020.2022/0014029-0;Certificado de Conclusão;deferido;13/10/2022 15:00:58;SQL;055.062.0024-2;Rua Dulce, 319, Vila Carrão;03427040;Vila Carrão;;R2h, R2h-1;17113-22-SP-CCE;Totalmente;480.33
1020.2022/0013846-5;Certificado de Conclusão;deferido;13/10/2022 11:23:46;SQL;102.050.0044-3;Rua Pinto da Luz, 381, Vila Ema;03276110;Vila Ema;;R2h, R2h-1;17116-22-SP-CCE;Totalmente;242.5
1020.2022/0014696-4;Certificado de Conclusão;deferido;05/10/2022 20:16:25;SQL;111.091.0003-4;RUA SARGENTO IGUATEMI AZEVEDO , 331, VILA SAO FRANCISCO ;03717000;VILA SAO FRANCISCO ;;R2h, R2h-1;17160-22-SP-CCE;Totalmente;341.28
1020.2022/0013932-1;Certificado de Conclusão;deferido;06/04/2023 15:06:43;SQL;088.095.0076-8;RUA MIN ROBERTO CARDOSO ALVES, S/N, SANTO AMARO;04737002;SANTO AMARO;;nR1, nR1-1;17189-22-SP-CCE;Totalmente;85.69
1020.2022/0013680-2;Certificado de Conclusão;deferido;10/11/2023 11:28:43;SQL;118.511.0025-2;R   LUIS ROMANINI, 125, PARQUE SAO LUCAS;03266060;VP - VILA PRUDENTE;;HIS;17317-22-SP-CCE;Totalmente;362.13
1020.2022/0014034-6;Certificado de Conclusão;deferido;06/04/2023 15:38:43;SQL;042.060.0019-0;RUA SANTA CRUZ, 940, VILA MARIANA;04122000;VILA MARIANA;;nR1, nR1-3;17334-22-SP-CCE;Totalmente;421.58
1020.2022/0013767-1;Certificado de Conclusão;deferido;31/08/2022 15:56:31;SQL;067.247.0042-6;RUA GONÇALVES ARANHA, 117, PARQUE VITÓRIA;02271110;PARQUE VITÓRIA;;HIS;17369-22-SP-CCE;Totalmente;762.32
1020.2022/0015086-4;Certificado de Conclusão;deferido;16/12/2022 17:23:51;SQL;113.151.0027-3;RUA BRIGADEIRO BRITO DELAMARE , 185, VILA MATILDE ;03566030;VILA MATILDE ;;HIS;17374-22-SP-CCE;Totalmente;690.93
1020.2022/0014106-7;Certificado de Conclusão;deferido;11/10/2022 13:57:24;SQL;090.151.0010-1;RUA BEIJUI, 367, VILA IZA;04689000;VILA IZA;;R2h, R2h-1;17420-22-SP-CCE;Totalmente;221.2
1020.2022/0013860-0;Certificado de Conclusão;deferido;01/09/2022 21:28:51;SQL;057.277.0026-4;RUALUPIANOPOLIS, 422, JARDIM MARINGA;03525000;JARDIM MARINGA;;HIS;17429-22-SP-CCE;Totalmente;714.03
1020.2022/0014116-4;Certificado de Conclusão;deferido;22/09/2023 18:08:13;SQL;117.157.0026-1;Rua Inconfidência Baiana, 149, Vila Primavera;03390050;Vila Primavera;;R2h, R2h-1;17440-22-SP-CCE;Totalmente;289.62
1020.2022/0014231-4;Certificado de Conclusão;deferido;19/12/2022 15:39:48;SQL;090.154.0027-1;Rua Caracituba, 78, Vila Isa;04689010;Vila Isa;;R2h, R2h-1;17477-22-SP-CCE;Totalmente;242.46
1020.2022/0014228-4;Certificado de Conclusão;deferido;08/02/2023 17:33:43;SQL;118.150.0012-1;Rua Amatari, 42, Vila Cecilia;03268020;Vila Cecilia;;R2h, R2h-1;17508-22-SP-CCE;Totalmente;256.14
1020.2022/0013953-4;Certificado de Conclusão;deferido;14/04/2023 16:19:46;SQL;055.339.0025-1;RUA BAQUIA , 383, VILA NOVA MANCHESTER ;03443000;VILA NOVA MANCHESTER ;;HIS;17510-22-SP-CCE;Totalmente;613.75
1020.2022/0014394-9;Certificado de Conclusão;deferido;30/12/2022 12:22:34;SQL;102.060.0014-5;RUA ALAGOINHA, 148 - 150,  VILA FORMOSA;03159060; VILA FORMOSA;;R2h, R2h-1;17517-22-SP-CCE;Totalmente;218.53
1020.2022/0014041-9;Certificado de Conclusão;deferido;20/10/2022 21:04:36;SQL;102.055.0006-3;RUA MARIUS, 199;03158080;VILA PRUDENTE;;HIS;17582-22-SP-CCE;Totalmente;583.03
1020.2022/0014233-0;Certificado de Conclusão;deferido;18/10/2022 16:23:28;SQL;142.084.0026-8;RUA BOIPEVA, 512, CIDADE A E CARVALHO;08220030;CIDADE A E CARVALHO;;HIS, R2v, R2v-1;17637-22-SP-CCE;Totalmente;2479.72
1020.2022/0014252-7;Certificado de Conclusão;deferido;30/03/2023 13:26:33;SQL;068.516.0064-1;Rua Quedas, 315, Vila Isolina Mazzei;02082030;Vila Isolina Mazzei;;HIS;17665-22-SP-CCE;Totalmente;246.91
1020.2022/0014237-3;Certificado de Conclusão;deferido;10/11/2022 16:09:42;SQL;053.012.0011-9;RUA CAPITÃO FERRAIUOLO , 114;03348000;ÁGUA RASA ;;HIS;17687-22-SP-CCE;Totalmente;817.69
1020.2022/0014303-5;Certificado de Conclusão;deferido;30/09/2022 13:29:29;SQL;112.532.0007-5;Rua João Batista D'Almeida, 161, Jardim São Vicente;08021500;Jardim São Vicente;;HIS;17750-22-SP-CCE;Totalmente;586.39
1020.2022/0014408-2;Certificado de Conclusão;deferido;08/02/2023 21:31:32;SQL;117.195.0016-8;Rua Benedito Pedroso, 68 e 70, Vila Virginia;03289000;Vila Virginia;;HIS;17836-22-SP-CCE;Totalmente;648.85
1020.2022/0014573-9;Certificado de Conclusão;deferido;16/12/2022 17:24:45;SQL;068.050.0049-1;RUA ZULMIRA, 33, VILA ISOLINA MAZZEI;02073060;VILA ISOLINA MAZZEI;;HIS;17912-22-SP-CCE;Totalmente;368.58
1020.2022/0014571-2;Certificado de Conclusão;deferido;28/09/2022 12:40:09;SQL;069.129.0149-2;Rua Augusto Tortorelo de Araujo, 325, Jardim São Paulo;02040010;Jardim São Paulo;;HIS;17925-22-SP-CCE;Totalmente;755.65
1020.2022/0015060-0;Certificado de Conclusão;deferido;19/10/2022 11:07:31;SQL;145.033.0064-3;RUA FERNANDES TENÓRIO, 454, CIDADE LIDER;08280140;CIDADE LIDER;;R2h, R2h-1;17982-22-SP-CCE;Totalmente;279.14
1020.2022/0014735-9;Certificado de Conclusão;deferido;12/12/2022 20:08:43;SQL;076.193.0015-5;Rua Alessandro Allori, 483, Vila Maria Luisa;02754090;Vila Maria Luisa;;HIS;18008-22-SP-CCE;Totalmente;653.43
1020.2022/0015689-7;Certificado de Conclusão;deferido;06/12/2022 16:48:13;SQL;155.084.0016-7;Rua Antonio Batista de Oliveira, 57, Jardim Grimaldi;03922010;Jardim Grimaldi;;R2h, R2h-1;18064-22-SP-CCE;Totalmente;174
1020.2022/0014855-0;Certificado de Conclusão;deferido;27/04/2023 13:20:37;SQL;057.271.0013-5;R   SIMAO LEITAO, 224, PENHA;03525030;PE - PENHA;;HIS;18171-22-SP-CCE;Totalmente;778.64
1020.2022/0014978-5;Certificado de Conclusão;deferido;01/11/2022 18:42:03;SQL;053.045.0042-3;RUA PLACIDO DE CASTRO, 387, ALTO DA MOOCA;03349030;ALTO DA MOOCA;;HIS;18287-22-SP-CCE;Totalmente;247.56
1020.2022/0015358-8;Certificado de Conclusão;deferido;10/10/2022 12:15:05;SQL;121.068.0067-2;RUA ARAPÉS, 60, CASA, JARDIM SABARÁ;04446130;JARDIM SABARÁ;;R2h, R2h-1;18354-22-SP-CCE;Totalmente;351.08
1020.2022/0015363-4;Certificado de Conclusão;deferido;26/04/2023 17:17:54;SQL;159.077.0011-3;Rua Otávio Pedreiro Rosa, 103, Lote 10 Quadra K, Jardim Esther;05372000;Jardim Esther;;nR1, nR1-1;18374-22-SP-CCE;Totalmente;185
1020.2022/0015357-0;Certificado de Conclusão;deferido;12/12/2022 12:47:10;SQL;059.176.0008-2;RUA RAMON PLATEARO, 15, VILA GRANADA;03654090;VILA GRANADA;;R2h, R2h-1;18388-22-SP-CCE;Totalmente;236.7
1020.2022/0015589-0;Certificado de Conclusão;deferido;18/10/2022 16:38:46;SQL;111.040.0031-7;RUA OSVALDO GOELDI, 293, Jardim Três Marias;03677030;Jardim Três Marias;;R2h, R2h-1;18449-22-SP-CCE;Totalmente;333.39
1020.2022/0015283-2;Certificado de Conclusão;deferido;13/01/2023 12:33:54;SQL;067.190.0082-9;R   PAULO DE FARIA, 440, TUCURUVI;02267000;ST - SANTANA-TUCURUVI;;HIS;18554-22-SP-CCE;Totalmente;715.56
1020.2022/0015600-5;Certificado de Conclusão;deferido;05/12/2022 15:52:24;SQL;054.214.0016-6;Rua Fernando Dondon, 160, Tatuapé;03311060;Tatuapé;;R2h, R2h-1;18576-22-SP-CCE;Totalmente;275.02
1020.2022/0015880-6;Certificado de Conclusão;deferido;19/10/2022 11:56:57;SQL;121.103.0004-2;RUA TABARÉ, 165, LOTE 225, JARDIM SABARÁ;04446000;JARDIM SABARÁ;;R2h, R2h-1;18590-22-SP-CCE;Totalmente;378.91
1020.2022/0015289-1;Certificado de Conclusão;deferido;11/10/2022 17:20:44;SQL;110.329.0024-4;AV CAPITÃO ANSELMOS BARCELOS , 457, SÃO MIGUEL PAULISTA ;03874000;SÃO MIGUEL PAULISTA ;;HMP;18598-22-SP-CCE;Totalmente;698.85
1020.2022/0015777-0;Certificado de Conclusão;deferido;04/10/2022 18:27:10;SQL, SQL;037.095.0059-1, 037.095.0003-6;Rua Estela, 268, Vila Mariana, Rua Cubatão, 596, Vila Mariana;04011001, 04013002;Vila Mariana, Vila Mariana;;nR3, nR3-9;18642-22-SP-CCE;Totalmente;12257.34
1020.2022/0015584-0;Certificado de Conclusão;deferido;29/11/2022 20:00:00;SQL;102.116.0020-1;RUA  TOCACHI, SN, VILA PRUDENTE;03156230;VILA PRUDENTE;;HIS;18678-22-SP-CCE;Totalmente;473.01
1020.2022/0015483-5;Certificado de Conclusão;deferido;20/10/2022 18:41:22;SQL;059.172.0028-9;RUA ALCACER , 48;03655000;VILA NOVA GRANADA ;;HIS;18759-22-SP-CCE;Totalmente;1202.88
1020.2022/0015884-9;Certificado de Conclusão;deferido;19/10/2022 11:41:28;SQL;075.257.0053-2;RUA GREGÓRIO DOS SANTOS, 37, IMIRIM;02537030;IMIRIM;;R2h, R2h-1;18785-22-SP-CCE;Totalmente;331.26
1020.2022/0015710-9;Certificado de Conclusão;deferido;26/05/2023 21:01:49;SQL;059.069.0092-6;Rua Gilda, 10, Penha;03650000;Penha;;HIS;18810-22-SP-CCE;Totalmente;675.92
1020.2022/0015801-6;Certificado de Conclusão;deferido;11/10/2022 17:12:41;SQL;059.239.0027-0;RUA PROF. MILTON DE OLIVEIRA, 25, VILA NOVA GRANADA;03659170;VILA NOVA GRANADA;;HMP;18966-22-SP-CCE;Totalmente;194.98
1020.2022/0015809-1;Certificado de Conclusão;deferido;24/05/2023 19:52:08;SQL;052.112.0029-2;R   TAMBIU, 50, Vila Oratório;03192090;MO - MOOCA;;HIS;18982-22-SP-CCE;Totalmente;364.03
1020.2022/0015830-0;Certificado de Conclusão;deferido;23/06/2023 14:00:48;SQL;303.011.0020-6;AV   ANTONIO MANOGRASSO, 452, ., CHÁCARA BELENZINHO;03379000;AR - ARICANDUVA;;HIS;19017-22-SP-CCE;Totalmente;434.31
1020.2022/0016277-3;Certificado de Conclusão;deferido;10/11/2022 18:24:38;SQL;121.251.0023-0;Rua Ana Margarida das Dores, n° 76, Esquina com a Rua São Francisco Xavier, Lote 01, Quadra D, Jardim Santa Cruz;04456070;Jardim Santa Cruz;;R2h, R2h-1;19024-22-SP-CCE;Totalmente;211.55
1020.2022/0016279-0;Certificado de Conclusão;deferido;03/11/2022 12:26:19;SQL;055.372.0035-1;RUA JUNO , 277, VILA NOVA MANCHESTER ;03445000;VILA NOVA MANCHESTER ;;R2h, R2h-1;19100-22-SP-CCE;Totalmente;381.88
1020.2022/0016837-2;Certificado de Conclusão;deferido;10/10/2022 17:27:06;SQL;111.095.0017-2;RUA HELVIO DE OLIVEIRA ALBUQUERQUE,  antigo n° 10 atual n°397,401 e 405, VILA SÃO FRANCISCO;03679010;VILA SÃO FRANCISCO;;R2h, R2h-1;19114-22-SP-CCE;Totalmente;353.61
1020.2022/0016283-8;Certificado de Conclusão;deferido;12/12/2022 12:01:49;SQL;051.316.0017-0;RUA JOSE GONCALVES GALEÃO, LT. 16 QD. 02, JARDIM AVELINO;03227150;JARDIM AVELINO;;R2h, R2h-1;19122-22-SP-CCE;Totalmente;304.35
1020.2022/0016812-7;Certificado de Conclusão;deferido;08/12/2022 09:32:46;SQL;078.432.0005-3;RUA PROFESSORA ALTINA MAYNARD ARAUJO, 116, PARQUE SÃO DOMINGOS;05125040;PARQUE SÃO DOMINGOS;;R2h, R2h-1;19198-22-SP-CCE;Totalmente;414.82
1020.2022/0016891-7;Certificado de Conclusão;deferido;13/03/2023 18:43:29;SQL, SQL, SQL;299.119.0034-5, 299.119.0033-7, 299.119.0038-8;AV DOS BANDEIRANTES , 1859, VILA OLIMPIA, AV DOS BANDEIRANTES , 1871, VILA OLIMPIA, RUA IRAUNA, 84, VILA OLIMPIA;04553011, 04553011, 04518060;VILA OLIMPIA, VILA OLIMPIA, VILA OLIMPIA;;nR1, nR1-6;19272-22-SP-CCE;Totalmente;333.41
1020.2022/0016893-3;Certificado de Conclusão;deferido;18/10/2022 17:10:58;SQL;107.446.0009-9;Rua Roberto Santa Rosa, 40, Cruz das Almas;02804010;Cruz das Almas;;R2h, R2h-1;19278-22-SP-CCE;Totalmente;151.6
1020.2022/0016646-9;Certificado de Conclusão;deferido;17/11/2022 16:37:54;SQL;120.030.0027-4;Rua Dario da Silva, 142, Vila São Paulo;04651140;Vila São Paulo;;R2h, R2h-1;19305-22-SP-CCE;Totalmente;388.17
1020.2022/0017621-9;Certificado de Conclusão;deferido;03/03/2023 16:44:48;SQL;116.535.0059-9;Rua Barueri, 14, Vila Carrão;03447090;Vila Carrão;;R2h, R2h-1;19318-22-SP-CCE;Totalmente;214.31
1020.2022/0016985-9;Certificado de Conclusão;deferido;05/04/2023 13:03:45;SQL;112.174.0018-3;R   MUNIZ FALCAO, 865, SÃO MIGUEL PAULISTA;08080240;MP - SÃO MIGUEL PAULISTA;;HIS;19320-22-SP-CCE;Totalmente;630.42
1020.2022/0017138-1;Certificado de Conclusão;deferido;19/10/2022 11:26:46;SQL;055.285.0031-1;Rua Guaxupé, 702, Vila Formosa;03416050;Vila Formosa;;R2h, R2h-1;19376-22-SP-CCE;Totalmente;261.89
1020.2022/0016826-7;Certificado de Conclusão;deferido;16/03/2023 17:32:14;SQL;017.072.0054-8;R DOUTOR VIRGILIO DO NASCIMENTO,, 268, BRAS;03027020;BRAS;;nR2, nR2-2;19474-22-SP-CCE;Totalmente;471.01
1020.2022/0016382-6;Certificado de Conclusão;deferido;17/11/2022 20:23:32;SQL;067.104.0193-6;RUA SANTA TERESA DE JESUS, 89, VILA CONSTANÇA;02271050;VILA CONSTANÇA;;HIS;19753-22-SP-CCE;Totalmente;428.23
1020.2022/0016629-9;Certificado de Conclusão;deferido;21/10/2022 15:24:06;SQL, SQL;118.254.0001-5, 118.254.0053-8;RUA VISCONDE DE SABOIA, 194, JD. INDEPENDÊNCIA, RUA VISCONDE DE SABOIA, 196, JD. INDEPENDÊNCIA;03237070, 03237070;JD. INDEPENDÊNCIA, JD. INDEPENDÊNCIA;;R2h, R2h-1;19786-22-SP-CCE;Totalmente;532.71
