n_processo;assunto;status;data_deferimento;tipo_de_localizacao;localizacao;endereco;cep;categoria_uso;numero_documento;certf_conclusao_tipo;area_objeto_certf_concl
1020.2022/0012514-2;Certificado de Conclusão;deferido;11/08/2022 16:37:04;SQL, SQL, SQL, SQL, SQL, SQL;112.467.0013-0, 112.467.0014-9, 112.467.0015-7, 112.467.0016-5, 112.467.0021-1, 112.467.0035-1;Rua Coronel Manuel Feliciano de Souza, 609, Vila Jacuí, Rua Coronel Manuel Feliciano de Souza, 615, Vila Jacuí, Rua Guchi Toda, s/n, Lote 18/19 Quadra 1, Vila Jacuí, Rua Guchi Toda, s/n, Lote 16/17 Quadra 1, Vila Jacuí, Rua Coronel Manuel Feliciano de Souza, 599, Vila Jacuí, Rua Guchi Toda, S/N, Lote 15 Quadra 1, Vila Jacuí;08060060, 08060060, 08060160, 08060160, 08060060, 08006016;HMP, R2v, nR1, nR2, R2v-2, nR1-6, nR2-2;16352-22-SP-CCE;Totalmente;15125.82
1020.2022/0012838-9;Certificado de Conclusão;deferido;01/08/2022 16:41:55;SQL;048.282.0001-0;AV MIGUEL ESTEFNO, 2430, AGUA FUNDA;04301002;nR2, nR2-4;16406-22-SP-CCE;Totalmente;355.89
1020.2022/0012914-8;Certificado de Conclusão;deferido;07/10/2022 11:51:07;SQL;125.162.0025-1;Rua Alessandro Araldi, sn , Lote 15 Quadra 11, Jardim Dos Pinheiros;05138260;R2h, R2h-1;16452-22-SP-CCE;Totalmente;386.59
1020.2022/0013009-0;Certificado de Conclusão;deferido;11/10/2022 14:36:56;SQL;152.147.0010-4;Rua Prof Mendes Pimentel, 56, Jd Santa Adelia;03973010;R2h, R2h-1;16455-22-SP-CCE;Totalmente;323.15
1020.2022/0013011-1;Certificado de Conclusão;deferido;26/08/2022 17:23:45;SQL, SQL, SQL, SQL, SQL, SQL, SQL;200.044.0019-2, 200.044.0013-3, 200.044.0014-1, 200.044.0022-2, 200.044.0023-0, 200.044.0074-5, 200.044.0075-3;Rua Engenheiro Bianor, 148, Butantã, Rua Catequese, 78, Butantã, Rua Catequese, 98, Butantã, Rua Engenheiro Bianor, 112, Butantã, Rua Engenheiro Bianor, 96, Butantã, Rua Engenheiro Bianor, s/n, Butantã, Rua Engenheiro Bianor, 116 e 128, Butantã;05502010, 05502020, 05502020, 05502010, 05502010, 05502010, 05502010;nR1, nR1-3;16481-22-SP-CCE;Parcialmente;565.69
1020.2022/0012921-0;Certificado de Conclusão;deferido;10/08/2022 14:30:11;SQL;090.147.0010-5;RUA EPIFANIA , 61, VILA ISA;04689180;R2h, R2h-1;16491-22-SP-CCE;Totalmente;313.02
1020.2022/0013020-0;Certificado de Conclusão;deferido;05/08/2022 17:45:46;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;200.043.0032-5, 200.043.0033-3, 200.043.0034-1, 200.043.0035-1, 200.043.0036-8, 200.043.0037-6, 200.043.0038-4, 200.043.0039-2, 200.043.0040-6, 200.043.0041-4, 200.043.0042-2, 200.043.0043-0, 200.043.0044-9, 200.043.0045-7, 200.043.0046-5, 200.043.0047-3;Rua Engenheiro Bianor, 121, Butantã, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta, Rua Engenheiro Bianor, 121, Butanta;05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010, 05502010;R2v, nR1, R2v-1, nR1-3;16515-22-SP-CCE;Totalmente;3600.15
1020.2022/0013016-2;Certificado de Conclusão;deferido;03/11/2022 12:38:27;SQL;055.274.0022-4;Rua Maria Cecilia, 51, Vila Carrão;03431020;R2h, R2h-1;16571-22-SP-CCE;Totalmente;220.48
1020.2022/0013111-8;Certificado de Conclusão;deferido;06/10/2022 12:09:22;SQL;049.092.0072-1;RUA ROMÃO PUIGGARI, 961;04164001;R2h, R2h-3;16587-22-SP-CCE;Totalmente;547
1020.2022/0013109-6;Certificado de Conclusão;deferido;27/09/2022 12:54:14;SQL;078.258.0034-6;Avenida General Charles de Gaulle, 141, 133 e 137, Parque São Domingos;05124000;R2h, R2h-1;16603-22-SP-CCE;Totalmente;364.6
1020.2022/0013115-0;Certificado de Conclusão;deferido;28/09/2022 11:57:25;SQL;067.505.0007-2;Rua Antonieta Altenfelder, lote 7, quadra T, Jardim Guapira;02317170;R2h, R2h-1;16620-22-SP-CCE;Totalmente;243.6
1020.2022/0012845-1;Certificado de Conclusão;deferido;25/08/2022 16:27:42;SQL;113.162.0015-8;Rua Doutor Emanuel Dias, 290, Vila Santa Tereza;03565050;HIS;16627-22-SP-CCE;Totalmente;268.63
1020.2022/0013203-3;Certificado de Conclusão;deferido;26/08/2022 16:34:08;SQL;086.043.0065-1;RUA DEMÓSTENES, 293;04614011;R2h, R2h-3;16671-22-SP-CCE;Totalmente;1096.28
1020.2022/0013172-0;Certificado de Conclusão;deferido;21/11/2022 12:50:48;SQL;032.004.0018-8;RUA URBANO COUTO, 65, ALTO DA MOOCA;03183080;R2h, R2h-1;16688-22-SP-CCE;Totalmente;362.44
1020.2022/0013198-3;Certificado de Conclusão;deferido;08/09/2022 13:00:29;SQL;165.193.0034-8;Rua Carmem Escabia Motta Coelho, 15, Jardim Mazza;05832230;R2h, R2h-1;16692-22-SP-CCE;Totalmente;482.12
1020.2022/0012937-7;Certificado de Conclusão;deferido;06/04/2023 19:42:46;SQL;051.280.0005-2;Rua Antenas , 32, Vila california;03213000;HIS;16719-22-SP-CCE;Totalmente;531.6
1020.2022/0013032-4;Certificado de Conclusão;deferido;14/09/2022 10:38:10;SQL;055.264.0027-1;RUA DONA VITÓRIA SPEERS, 993, VILA FORMOSA;03359000;HIS;16740-22-SP-CCE;Totalmente;645.53
1020.2022/0013303-0;Certificado de Conclusão;deferido;19/10/2022 11:44:22;SQL;078.230.0019-9;Rua João Moreira, 398, Lote 16 Quadra 18, Parque São Domingos;05121040;R2h, R2h-1;16764-22-SP-CCE;Totalmente;372.5
1020.2022/0013072-3;Certificado de Conclusão;deferido;20/10/2022 21:07:12;SQL;071.209.0031-5;RUA ASSUERO ROQUE, 191, VILA ROQUE;02474020;HIS;16785-22-SP-CCE;Totalmente;547.04
1020.2022/0013077-4;Certificado de Conclusão;deferido;11/01/2023 19:03:49;SQL;059.169.0004-1;R MAEST  JOSE TESCARI, 229, PENHA DE FRANÇA;03655030;HIS;16810-22-SP-CCE;Totalmente;908.83
1020.2022/0013132-0;Certificado de Conclusão;deferido;26/08/2022 20:14:56;SQL;067.199.0038-2;PRAÇA DOS TROPICOS, 10, VILA NIVI ;02252030;HIS;16827-22-SP-CCE;Totalmente;555.3
1020.2022/0013311-0;Certificado de Conclusão;deferido;08/11/2022 19:18:46;SQL;114.007.0006-9; Rua Laurentino Xavier dos Santos,  346,  Vila Progresso;08240740;HIS;16929-22-SP-CCE;Totalmente;879.67
1020.2022/0013316-1;Certificado de Conclusão;deferido;21/10/2022 15:11:39;SQL;138.059.0004-9;Rua Ibiajara, 581, Itaquera;08246101;HIS;16979-22-SP-CCE;Totalmente;606.26
1020.2022/0013365-0;Certificado de Conclusão;deferido;19/08/2022 17:41:43;SQL;075.285.0006-2;RUA PADRE JOAO GUALBERTO, 530, IMIRIM;02537000;HIS, R2v, R2v-1;16987-22-SP-CCE;Totalmente;556.32
1020.2022/0013645-4;Certificado de Conclusão;deferido;02/08/2022 11:58:55;SQL;007.081.0089-9;Rua Rego Freitas, 448/ 454;01220010;R2v, nR2, R2v-2, nR2-11;17004-22-SP-CCE;Totalmente;7.32
1020.2022/0013657-8;Certificado de Conclusão;deferido;13/10/2022 11:29:36;SQL;118.490.0003-3;RUA JOÃO GREGORIO LEMOS, 323, PARQUE RESIDENCIAL ORATORIO;03266200;R2h, R2h-1;17015-22-SP-CCE;Totalmente;191.58
1020.2022/0013832-5;Certificado de Conclusão;deferido;24/10/2022 12:03:29;SQL;093.047.0027-2;Rua Das Trovas, s/n, Socorro;04763110;R2h, R2h-1;17097-22-SP-CCE;Totalmente;311.95
1020.2022/0014029-0;Certificado de Conclusão;deferido;13/10/2022 15:00:58;SQL;055.062.0024-2;Rua Dulce, 319, Vila Carrão;03427040;R2h, R2h-1;17113-22-SP-CCE;Totalmente;480.33
1020.2022/0013846-5;Certificado de Conclusão;deferido;13/10/2022 11:23:46;SQL;102.050.0044-3;Rua Pinto da Luz, 381, Vila Ema;03276110;R2h, R2h-1;17116-22-SP-CCE;Totalmente;242.5
1020.2022/0014696-4;Certificado de Conclusão;deferido;05/10/2022 20:16:25;SQL;111.091.0003-4;RUA SARGENTO IGUATEMI AZEVEDO , 331, VILA SAO FRANCISCO ;03717000;R2h, R2h-1;17160-22-SP-CCE;Totalmente;341.28
1020.2022/0013932-1;Certificado de Conclusão;deferido;06/04/2023 15:06:43;SQL;088.095.0076-8;RUA MIN ROBERTO CARDOSO ALVES, S/N, SANTO AMARO;04737002;nR1, nR1-1;17189-22-SP-CCE;Totalmente;85.69
1020.2022/0013680-2;Certificado de Conclusão;deferido;10/11/2023 11:28:43;SQL;118.511.0025-2;R   LUIS ROMANINI, 125, PARQUE SAO LUCAS;03266060;HIS;17317-22-SP-CCE;Totalmente;362.13
1020.2022/0014034-6;Certificado de Conclusão;deferido;06/04/2023 15:38:43;SQL;042.060.0019-0;RUA SANTA CRUZ, 940, VILA MARIANA;04122000;nR1, nR1-3;17334-22-SP-CCE;Totalmente;421.58
1020.2022/0013767-1;Certificado de Conclusão;deferido;31/08/2022 15:56:31;SQL;067.247.0042-6;RUA GONÇALVES ARANHA, 117, PARQUE VITÓRIA;02271110;HIS;17369-22-SP-CCE;Totalmente;762.32
1020.2022/0015086-4;Certificado de Conclusão;deferido;16/12/2022 17:23:51;SQL;113.151.0027-3;RUA BRIGADEIRO BRITO DELAMARE , 185, VILA MATILDE ;03566030;HIS;17374-22-SP-CCE;Totalmente;690.93
1020.2022/0014106-7;Certificado de Conclusão;deferido;11/10/2022 13:57:24;SQL;090.151.0010-1;RUA BEIJUI, 367, VILA IZA;04689000;R2h, R2h-1;17420-22-SP-CCE;Totalmente;221.2
1020.2022/0013860-0;Certificado de Conclusão;deferido;01/09/2022 21:28:51;SQL;057.277.0026-4;RUALUPIANOPOLIS, 422, JARDIM MARINGA;03525000;HIS;17429-22-SP-CCE;Totalmente;714.03
1020.2022/0014116-4;Certificado de Conclusão;deferido;22/09/2023 18:08:13;SQL;117.157.0026-1;Rua Inconfidência Baiana, 149, Vila Primavera;03390050;R2h, R2h-1;17440-22-SP-CCE;Totalmente;289.62
1020.2022/0014231-4;Certificado de Conclusão;deferido;19/12/2022 15:39:48;SQL;090.154.0027-1;Rua Caracituba, 78, Vila Isa;04689010;R2h, R2h-1;17477-22-SP-CCE;Totalmente;242.46
1020.2022/0014228-4;Certificado de Conclusão;deferido;08/02/2023 17:33:43;SQL;118.150.0012-1;Rua Amatari, 42, Vila Cecilia;03268020;R2h, R2h-1;17508-22-SP-CCE;Totalmente;256.14
1020.2022/0013953-4;Certificado de Conclusão;deferido;14/04/2023 16:19:46;SQL;055.339.0025-1;RUA BAQUIA , 383, VILA NOVA MANCHESTER ;03443000;HIS;17510-22-SP-CCE;Totalmente;613.75
1020.2022/0014394-9;Certificado de Conclusão;deferido;30/12/2022 12:22:34;SQL;102.060.0014-5;RUA ALAGOINHA, 148 - 150,  VILA FORMOSA;03159060;R2h, R2h-1;17517-22-SP-CCE;Totalmente;218.53
1020.2022/0014041-9;Certificado de Conclusão;deferido;20/10/2022 21:04:36;SQL;102.055.0006-3;RUA MARIUS, 199;03158080;HIS;17582-22-SP-CCE;Totalmente;583.03
1020.2022/0014233-0;Certificado de Conclusão;deferido;18/10/2022 16:23:28;SQL;142.084.0026-8;RUA BOIPEVA, 512, CIDADE A E CARVALHO;08220030;HIS, R2v, R2v-1;17637-22-SP-CCE;Totalmente;2479.72
1020.2022/0014252-7;Certificado de Conclusão;deferido;30/03/2023 13:26:33;SQL;068.516.0064-1;Rua Quedas, 315, Vila Isolina Mazzei;02082030;HIS;17665-22-SP-CCE;Totalmente;246.91
1020.2022/0014237-3;Certificado de Conclusão;deferido;10/11/2022 16:09:42;SQL;053.012.0011-9;RUA CAPITÃO FERRAIUOLO , 114;03348000;HIS;17687-22-SP-CCE;Totalmente;817.69
1020.2022/0014303-5;Certificado de Conclusão;deferido;30/09/2022 13:29:29;SQL;112.532.0007-5;Rua João Batista D'Almeida, 161, Jardim São Vicente;08021500;HIS;17750-22-SP-CCE;Totalmente;586.39
1020.2022/0014408-2;Certificado de Conclusão;deferido;08/02/2023 21:31:32;SQL;117.195.0016-8;Rua Benedito Pedroso, 68 e 70, Vila Virginia;03289000;HIS;17836-22-SP-CCE;Totalmente;648.85
1020.2022/0014573-9;Certificado de Conclusão;deferido;16/12/2022 17:24:45;SQL;068.050.0049-1;RUA ZULMIRA, 33, VILA ISOLINA MAZZEI;02073060;HIS;17912-22-SP-CCE;Totalmente;368.58
1020.2022/0014571-2;Certificado de Conclusão;deferido;28/09/2022 12:40:09;SQL;069.129.0149-2;Rua Augusto Tortorelo de Araujo, 325, Jardim São Paulo;02040010;HIS;17925-22-SP-CCE;Totalmente;755.65
1020.2022/0015060-0;Certificado de Conclusão;deferido;19/10/2022 11:07:31;SQL;145.033.0064-3;RUA FERNANDES TENÓRIO, 454, CIDADE LIDER;08280140;R2h, R2h-1;17982-22-SP-CCE;Totalmente;279.14
1020.2022/0014735-9;Certificado de Conclusão;deferido;12/12/2022 20:08:43;SQL;076.193.0015-5;Rua Alessandro Allori, 483, Vila Maria Luisa;02754090;HIS;18008-22-SP-CCE;Totalmente;653.43
1020.2022/0015689-7;Certificado de Conclusão;deferido;06/12/2022 16:48:13;SQL;155.084.0016-7;Rua Antonio Batista de Oliveira, 57, Jardim Grimaldi;03922010;R2h, R2h-1;18064-22-SP-CCE;Totalmente;174
1020.2022/0014855-0;Certificado de Conclusão;deferido;27/04/2023 13:20:37;SQL;057.271.0013-5;R   SIMAO LEITAO, 224, PENHA;03525030;HIS;18171-22-SP-CCE;Totalmente;778.64
1020.2022/0014978-5;Certificado de Conclusão;deferido;01/11/2022 18:42:03;SQL;053.045.0042-3;RUA PLACIDO DE CASTRO, 387, ALTO DA MOOCA;03349030;HIS;18287-22-SP-CCE;Totalmente;247.56
1020.2022/0015358-8;Certificado de Conclusão;deferido;10/10/2022 12:15:05;SQL;121.068.0067-2;RUA ARAPÉS, 60, CASA, JARDIM SABARÁ;04446130;R2h, R2h-1;18354-22-SP-CCE;Totalmente;351.08
1020.2022/0015363-4;Certificado de Conclusão;deferido;26/04/2023 17:17:54;SQL;159.077.0011-3;Rua Otávio Pedreiro Rosa, 103, Lote 10 Quadra K, Jardim Esther;05372000;nR1, nR1-1;18374-22-SP-CCE;Totalmente;185
1020.2022/0015357-0;Certificado de Conclusão;deferido;12/12/2022 12:47:10;SQL;059.176.0008-2;RUA RAMON PLATEARO, 15, VILA GRANADA;03654090;R2h, R2h-1;18388-22-SP-CCE;Totalmente;236.7
1020.2022/0015589-0;Certificado de Conclusão;deferido;18/10/2022 16:38:46;SQL;111.040.0031-7;RUA OSVALDO GOELDI, 293, Jardim Três Marias;03677030;R2h, R2h-1;18449-22-SP-CCE;Totalmente;333.39
1020.2022/0015283-2;Certificado de Conclusão;deferido;13/01/2023 12:33:54;SQL;067.190.0082-9;R   PAULO DE FARIA, 440, TUCURUVI;02267000;HIS;18554-22-SP-CCE;Totalmente;715.56
1020.2022/0015600-5;Certificado de Conclusão;deferido;05/12/2022 15:52:24;SQL;054.214.0016-6;Rua Fernando Dondon, 160, Tatuapé;03311060;R2h, R2h-1;18576-22-SP-CCE;Totalmente;275.02
1020.2022/0015880-6;Certificado de Conclusão;deferido;19/10/2022 11:56:57;SQL;121.103.0004-2;RUA TABARÉ, 165, LOTE 225, JARDIM SABARÁ;04446000;R2h, R2h-1;18590-22-SP-CCE;Totalmente;378.91
1020.2022/0015289-1;Certificado de Conclusão;deferido;11/10/2022 17:20:44;SQL;110.329.0024-4;AV CAPITÃO ANSELMOS BARCELOS , 457, SÃO MIGUEL PAULISTA ;03874000;HMP;18598-22-SP-CCE;Totalmente;698.85
1020.2022/0015777-0;Certificado de Conclusão;deferido;04/10/2022 18:27:10;SQL, SQL;037.095.0059-1, 037.095.0003-6;Rua Estela, 268, Vila Mariana, Rua Cubatão, 596, Vila Mariana;04011001, 04013002;nR3, nR3-9;18642-22-SP-CCE;Totalmente;12257.34
1020.2022/0015584-0;Certificado de Conclusão;deferido;29/11/2022 20:00:00;SQL;102.116.0020-1;RUA  TOCACHI, SN, VILA PRUDENTE;03156230;HIS;18678-22-SP-CCE;Totalmente;473.01
1020.2022/0015483-5;Certificado de Conclusão;deferido;20/10/2022 18:41:22;SQL;059.172.0028-9;RUA ALCACER , 48;03655000;HIS;18759-22-SP-CCE;Totalmente;1202.88
1020.2022/0015884-9;Certificado de Conclusão;deferido;19/10/2022 11:41:28;SQL;075.257.0053-2;RUA GREGÓRIO DOS SANTOS, 37, IMIRIM;02537030;R2h, R2h-1;18785-22-SP-CCE;Totalmente;331.26
1020.2022/0015710-9;Certificado de Conclusão;deferido;26/05/2023 21:01:49;SQL;059.069.0092-6;Rua Gilda, 10, Penha;03650000;HIS;18810-22-SP-CCE;Totalmente;675.92
1020.2022/0015801-6;Certificado de Conclusão;deferido;11/10/2022 17:12:41;SQL;059.239.0027-0;RUA PROF. MILTON DE OLIVEIRA, 25, VILA NOVA GRANADA;03659170;HMP;18966-22-SP-CCE;Totalmente;194.98
1020.2022/0015809-1;Certificado de Conclusão;deferido;24/05/2023 19:52:08;SQL;052.112.0029-2;R   TAMBIU, 50, Vila Oratório;03192090;HIS;18982-22-SP-CCE;Totalmente;364.03
1020.2022/0015830-0;Certificado de Conclusão;deferido;23/06/2023 14:00:48;SQL;303.011.0020-6;AV   ANTONIO MANOGRASSO, 452, ., CHÁCARA BELENZINHO;03379000;HIS;19017-22-SP-CCE;Totalmente;434.31
1020.2022/0016277-3;Certificado de Conclusão;deferido;10/11/2022 18:24:38;SQL;121.251.0023-0;Rua Ana Margarida das Dores, n° 76, Esquina com a Rua São Francisco Xavier, Lote 01, Quadra D, Jardim Santa Cruz;04456070;R2h, R2h-1;19024-22-SP-CCE;Totalmente;211.55
1020.2022/0016279-0;Certificado de Conclusão;deferido;03/11/2022 12:26:19;SQL;055.372.0035-1;RUA JUNO , 277, VILA NOVA MANCHESTER ;03445000;R2h, R2h-1;19100-22-SP-CCE;Totalmente;381.88
1020.2022/0016837-2;Certificado de Conclusão;deferido;10/10/2022 17:27:06;SQL;111.095.0017-2;RUA HELVIO DE OLIVEIRA ALBUQUERQUE,  antigo n° 10 atual n°397,401 e 405, VILA SÃO FRANCISCO;03679010;R2h, R2h-1;19114-22-SP-CCE;Totalmente;353.61
1020.2022/0016283-8;Certificado de Conclusão;deferido;12/12/2022 12:01:49;SQL;051.316.0017-0;RUA JOSE GONCALVES GALEÃO, LT. 16 QD. 02, JARDIM AVELINO;03227150;R2h, R2h-1;19122-22-SP-CCE;Totalmente;304.35
1020.2022/0016812-7;Certificado de Conclusão;deferido;08/12/2022 09:32:46;SQL;078.432.0005-3;RUA PROFESSORA ALTINA MAYNARD ARAUJO, 116, PARQUE SÃO DOMINGOS;05125040;R2h, R2h-1;19198-22-SP-CCE;Totalmente;414.82
1020.2022/0016891-7;Certificado de Conclusão;deferido;13/03/2023 18:43:29;SQL, SQL, SQL;299.119.0034-5, 299.119.0033-7, 299.119.0038-8;AV DOS BANDEIRANTES , 1859, VILA OLIMPIA, AV DOS BANDEIRANTES , 1871, VILA OLIMPIA, RUA IRAUNA, 84, VILA OLIMPIA;04553011, 04553011, 04518060;nR1, nR1-6;19272-22-SP-CCE;Totalmente;333.41
1020.2022/0016893-3;Certificado de Conclusão;deferido;18/10/2022 17:10:58;SQL;107.446.0009-9;Rua Roberto Santa Rosa, 40, Cruz das Almas;02804010;R2h, R2h-1;19278-22-SP-CCE;Totalmente;151.6
1020.2022/0016646-9;Certificado de Conclusão;deferido;17/11/2022 16:37:54;SQL;120.030.0027-4;Rua Dario da Silva, 142, Vila São Paulo;04651140;R2h, R2h-1;19305-22-SP-CCE;Totalmente;388.17
1020.2022/0017621-9;Certificado de Conclusão;deferido;03/03/2023 16:44:48;SQL;116.535.0059-9;Rua Barueri, 14, Vila Carrão;03447090;R2h, R2h-1;19318-22-SP-CCE;Totalmente;214.31
1020.2022/0016985-9;Certificado de Conclusão;deferido;05/04/2023 13:03:45;SQL;112.174.0018-3;R   MUNIZ FALCAO, 865, SÃO MIGUEL PAULISTA;08080240;HIS;19320-22-SP-CCE;Totalmente;630.42
1020.2022/0017138-1;Certificado de Conclusão;deferido;19/10/2022 11:26:46;SQL;055.285.0031-1;Rua Guaxupé, 702, Vila Formosa;03416050;R2h, R2h-1;19376-22-SP-CCE;Totalmente;261.89
1020.2022/0016826-7;Certificado de Conclusão;deferido;16/03/2023 17:32:14;SQL;017.072.0054-8;R DOUTOR VIRGILIO DO NASCIMENTO,, 268, BRAS;03027020;nR2, nR2-2;19474-22-SP-CCE;Totalmente;471.01
1020.2022/0016382-6;Certificado de Conclusão;deferido;17/11/2022 20:23:32;SQL;067.104.0193-6;RUA SANTA TERESA DE JESUS, 89, VILA CONSTANÇA;02271050;HIS;19753-22-SP-CCE;Totalmente;428.23
1020.2022/0016629-9;Certificado de Conclusão;deferido;21/10/2022 15:24:06;SQL, SQL;118.254.0001-5, 118.254.0053-8;RUA VISCONDE DE SABOIA, 194, JD. INDEPENDÊNCIA, RUA VISCONDE DE SABOIA, 196, JD. INDEPENDÊNCIA;03237070, 03237070;R2h, R2h-1;19786-22-SP-CCE;Totalmente;532.71
1020.2022/0016456-3;Certificado de Conclusão;deferido;21/09/2022 11:46:47;SQL, SQL;136.002.0049-5, 136.002.0006-1;Rua Correia Ribeiro, 146, Jardim Soares, Rua Correia Ribeiro, 138, Jardim Soares;08460260, 08460260;HIS;19886-22-SP-CCE;Totalmente;772.5
1020.2022/0016496-2;Certificado de Conclusão;deferido;26/09/2022 17:38:15;SQL;303.067.0059-7;RUA HAMILTON PRADO, 393, VILA FORMOSA;03376000;HIS;19902-22-SP-CCE;Totalmente;348.99
1020.2022/0016459-8;Certificado de Conclusão;deferido;04/11/2022 21:49:56;SQL;052.115.0016-4;RUA FAROL PAULISTANO, 138, AGUA RASA;03193120;HIS;19907-22-SP-CCE;Totalmente;588.15
1020.2022/0018803-9;Certificado de Conclusão;deferido;16/12/2022 15:56:15;SQL;075.039.0051-2;Rua Anisio Moreira, 485, Parque Peruche;02538020;HIS;19937-22-SP-CCE;Totalmente;630.42
1020.2022/0016713-9;Certificado de Conclusão;deferido;10/11/2022 21:27:28;SQL;058.150.0012-4;RUA DA ECONOMIA , 406, VILA MATILDE ;03532050;HIS;20073-22-SP-CCE;Totalmente;403.87
1020.2022/0016654-0;Certificado de Conclusão;deferido;28/09/2022 12:38:28;SQL, SQL, SQL;020.002.0001-1, 020.002.0001-1, 020.002.0001-1;Avenida Doutor Abrahão Ribeiro, s/nº, Barra Funda, Rua Norma Pieruccini Giannotti, s/nº, Barra Funda, Rua do Bosque, 1088, Barra Funda;01133020, 01137010, 01136000;HIS;20119-22-SP-CCE;Parcialmente;8057.19
1020.2022/0016656-6;Certificado de Conclusão;deferido;03/11/2022 19:16:17;SQL;068.322.0088-9;RUA SACALINA, 142, 150, VILA GUILHERME;02080080;HIS;20132-22-SP-CCE;Totalmente;547.45
1020.2022/0017384-8;Certificado de Conclusão;deferido;18/01/2023 10:57:46;SQL;068.080.0015-8;Rua Nilo Luis Mazzei , 304, Vila Isolina Mazzei;02081070;R2h, R2h-1;20157-22-SP-CCE;Totalmente;279.48
1020.2022/0016750-3;Certificado de Conclusão;deferido;04/10/2022 19:34:09;SQL, SQL, SQL;065.081.0045-9, 065.081.0059-9, 065.081.0062-9;Rua Gonçalo Ferreira, 30, Vila Maria Alta, Rua Gonçalo Ferreira, 30, Vila Maria Alta, Rua Filipe Bandeira, 299, Vila Maria Alta;02126030, 02126030, 02126020;HIS, nR1, nR1-3, nR1-12;20167-22-SP-CCE;Totalmente;6012.22
1020.2022/0017387-2;Certificado de Conclusão;deferido;03/11/2022 12:35:24;SQL;071.255.0016-1;Rua José Dantas Magalhães Gloria, 196, Mandaqui;02421000;R2h, R2h-1;20169-22-SP-CCE;Totalmente;357.42
1020.2022/0017505-0;Certificado de Conclusão;deferido;17/11/2022 16:36:59;SQL;090.331.0029-0;RUA JOAQUIM CARLOS KLEIN, 37, CAMPO GRANDE;04679270;R2h, R2h-1;20179-22-SP-CCE;Totalmente;255.48
1020.2022/0016861-5;Certificado de Conclusão;deferido;07/10/2022 11:47:25;SQL;139.009.0013-1;Rua Noitibo, SN, Vila Nova Curuça;08031150;HIS;20210-22-SP-CCE;Totalmente;692.34
1020.2022/0017631-6;Certificado de Conclusão;deferido;07/11/2022 17:53:06;SQL;121.031.0054-8;RUA ELYDIO RODRIGUES NUNES , 291, CAMPO GRANDE;04445060;R2h, R2h-1;20236-22-SP-CCE;Totalmente;317.4
1020.2022/0017802-5;Certificado de Conclusão;deferido;18/10/2022 16:56:35;SQL;142.014.0026-2;RUA GEORG RIEMANN, 343, JARDIM SÃO NICOLAU;03685040;R2h, R2h-1;20260-22-SP-CCE;Totalmente;326.7
1020.2022/0017931-5;Certificado de Conclusão;deferido;14/08/2023 15:09:15;SQL;117.303.0015-3;RUA ISIDORO DE SEVILHA, 112, VILA MODERNA;03286010;R2h, R2h-1;20264-22-SP-CCE;Totalmente;211.72
1020.2022/0017934-0;Certificado de Conclusão;deferido;17/10/2022 14:12:51;SQL;118.041.0028-4;RUA REVOLUÇÃO LIBERAL, 109, VILA INDUSTRIAL;03251020;R2h, R2h-1;20266-22-SP-CCE;Totalmente;257.72
1020.2022/0016987-5;Certificado de Conclusão;deferido;11/05/2023 16:21:37;SQL;069.020.0060-3;RUA ARAÇOIABA DA SERRA, 140, VILA HARDING;02303150;HIS;20283-22-SP-CCE;Totalmente;372.67
1020.2022/0017541-7;Certificado de Conclusão;deferido;14/03/2023 20:02:02;SQL;044.099.0036-6;R   GONCALVES MORAIS, 68, VILA PRUDENTE;03139020;HIS;20311-22-SP-CCE;Totalmente;90.2
1020.2022/0017299-0;Certificado de Conclusão;deferido;12/12/2022 10:50:30;SQL;058.117.0022-9;RUA LAGOA FORMOSA, 432, VILA GUILHERMINA;03543090;HIS, R2v, R2v-1;20332-22-SP-CCE;Totalmente;1493.03
1020.2022/0017676-6;Certificado de Conclusão;deferido;19/10/2022 11:31:42;SQL;168.257.0017-1;RUA DESEMBARGADOR ALCEU CORDEIRO FERNANDES, LOTE 86, RUA NESTOR HOMEM DE MELO, COD.LOG 69.653-6 - CEP 05758-160, JARDIM PIRAJUSSARA;05758060;R2h, R2h-1;20378-22-SP-CCE;Totalmente;679.89
1020.2022/0017545-0;Certificado de Conclusão;deferido;12/12/2022 18:39:19;SQL;068.101.0062-8;Rua Cel. Marcílio Franco, 980;02079000;HIS;20400-22-SP-CCE;Totalmente;688.98
