processo;despacho;contagem_dispatched;contagem_dom
1020.2021/0000018-6;Despacho deferido;1;inexistente
1020.2021/0000020-8;Despacho deferido;1;correto
1020.2021/0000021-6;Despacho deferido;1;correto
1020.2021/0000029-1;Despacho deferido;1;correto
1020.2021/0000030-5;Despacho deferido;1;correto
1020.2021/0000277-4;Despacho deferido;1;correto
1020.2021/0000708-3;Despacho deferido;1;correto
1020.2021/0000514-5;Despacho deferido;1;correto
1020.2021/0000517-0;Despacho deferido;1;correto
1020.2021/0000553-6;Despacho deferido;1;correto
1020.2021/0000554-4;Despacho deferido;1;correto
1020.2021/0000557-9;Despacho deferido;1;correto
1020.2021/0000612-5;Despacho deferido;1;correto
1020.2021/0000613-3;Despacho deferido;1;correto
1020.2021/0000614-1;Despacho deferido;1;correto
1020.2021/0000692-3;Despacho deferido;1;correto
1020.2021/0000694-0;Despacho deferido;1;correto
1020.2021/0000695-8;Despacho deferido;1;correto
1020.2021/0000696-6;Despacho deferido;1;correto
1020.2021/0000700-8;Despacho deferido;1;correto
1020.2021/0000701-6;Despacho deferido;1;correto
1020.2021/0000704-0;Despacho deferido;1;correto
1020.2021/0000515-3;Despacho deferido;1;correto
1020.2021/0000512-9;Despacho deferido;1;correto
1020.2021/0000279-0;Despacho deferido;1;correto
1020.2021/0000477-7;Despacho deferido;1;correto
1020.2021/0000325-8;Despacho deferido;1;correto
1020.2021/0000327-4;Despacho deferido;1;correto
1020.2021/0000329-0;Despacho deferido;1;correto
1020.2021/0000331-2;Despacho deferido;1;correto
1020.2021/0000333-9;Despacho deferido;1;correto
1020.2021/0000334-7;Despacho deferido;1;correto
1020.2021/0000337-1;Despacho deferido;1;correto
1020.2021/0000399-1;Despacho deferido;1;correto
1020.2021/0000401-7;Despacho deferido;1;correto
1020.2021/0000459-9;Despacho deferido;1;correto
1020.2021/0000462-9;Despacho deferido;1;correto
1020.2021/0000463-7;Despacho deferido;1;correto
1020.2021/0000464-5;Despacho deferido;1;correto
1020.2021/0000465-3;Despacho deferido;1;correto
1020.2021/0000466-1;Despacho deferido;1;correto
1020.2021/0000467-0;Despacho deferido;1;correto
1020.2021/0000468-8;Despacho deferido;1;correto
1020.2021/0000470-0;Despacho deferido;1;correto
1020.2021/0000471-8;Despacho deferido;1;correto
1020.2021/0000476-9;Despacho deferido;1;correto
1020.2021/0001516-7;Despacho deferido;1;correto
1020.2021/0001520-5;Despacho deferido;1;correto
1020.2021/0002917-6;Despacho deferido;1;correto
1020.2021/0002919-2;Despacho deferido;1;correto
1020.2021/0002922-2;Despacho deferido;1;correto
1020.2021/0002982-6;Despacho deferido;1;correto
1020.2021/0003087-5;Despacho deferido;1;correto
1020.2021/0003089-1;Despacho deferido;1;correto
1020.2021/0003090-5;Despacho deferido;1;correto
1020.2021/0003093-0;Despacho deferido;1;correto
1020.2021/0003095-6;Despacho deferido;1;correto
1020.2021/0003096-4;Despacho deferido;1;correto
1020.2021/0003097-2;Despacho deferido;1;correto
1020.2021/0003098-0;Despacho deferido;1;correto
1020.2021/0003104-9;Despacho deferido;1;correto
1020.2021/0003105-7;Despacho deferido;1;correto
1020.2021/0003112-0;Despacho deferido;1;correto
1020.2021/0003114-6;Despacho deferido;1;correto
1020.2021/0002918-4;Despacho deferido;1;correto
1020.2021/0002818-8;Despacho deferido;1;correto
1020.2021/0002817-0;Despacho deferido;1;correto
1020.2021/0002690-8;Despacho deferido;1;correto
1020.2021/0002695-9;Despacho deferido;1;inexistente
1020.2021/0002696-7;Despacho deferido;1;correto
1020.2021/0002698-3;Despacho deferido;1;correto
1020.2021/0002699-1;Despacho deferido;1;correto
1020.2021/0002704-1;Despacho deferido;1;correto
1020.2021/0002790-4;Despacho deferido;1;correto
1020.2021/0002791-2;Despacho deferido;1;correto
1020.2021/0002792-0;Despacho deferido;1;correto
1020.2021/0002794-7;Despacho deferido;1;correto
1020.2021/0002797-1;Despacho deferido;1;inexistente
1020.2021/0002798-0;Despacho deferido;1;correto
1020.2021/0002799-8;Despacho deferido;1;correto
1020.2021/0002800-5;Despacho deferido;1;correto
1020.2021/0002802-1;Despacho deferido;1;correto
1020.2021/0003116-2;Despacho deferido;1;correto
1020.2021/0003643-1;Despacho deferido;1;correto
1020.2021/0003649-0;Despacho deferido;1;correto
1020.2021/0003651-2;Despacho deferido;1;correto
1020.2021/0003653-9;Despacho deferido;1;correto
1020.2021/0003654-7;Despacho deferido;1;correto
1020.2021/0003655-5;Despacho deferido;1;correto
1020.2021/0003677-6;Despacho deferido;1;inexistente
1020.2021/0003679-2;Despacho deferido;1;correto
1020.2021/0003681-4;Despacho deferido;1;correto
1020.2021/0003682-2;Despacho deferido;1;correto
1020.2021/0003683-0;Despacho deferido;1;correto
1020.2021/0003685-7;Despacho deferido;1;correto
1020.2021/0003687-3;Despacho deferido;1;correto
1020.2021/0003688-1;Despacho deferido;1;correto
1020.2021/0003690-3;Despacho deferido;1;correto
1020.2021/0003691-1;Despacho deferido;1;correto
1020.2021/0003694-6;Despacho deferido;1;correto
1020.2021/0003695-4;Despacho deferido;1;correto
1020.2021/0003783-7;Despacho deferido;1;correto
1020.2021/0003648-2;Despacho deferido;1;correto
1020.2021/0003463-3;Despacho deferido;1;correto
1020.2021/0003201-0;Despacho deferido;1;correto
1020.2021/0003462-5;Despacho deferido;1;correto
1020.2021/0003206-1;Despacho deferido;1;correto
1020.2021/0003208-8;Despacho deferido;1;correto
1020.2021/0003214-2;Despacho deferido;1;correto
1020.2021/0003215-0;Despacho deferido;1;correto
1020.2021/0003216-9;Despacho deferido;1;correto
1020.2021/0003218-5;Despacho deferido;1;correto
1020.2021/0003219-3;Despacho deferido;1;correto
1020.2021/0003220-7;Despacho deferido;1;correto
1020.2021/0003330-0;Despacho deferido;1;correto
1020.2021/0003332-7;Despacho deferido;1;correto
1020.2021/0003336-0;Despacho deferido;1;correto
1020.2021/0003338-6;Despacho deferido;1;correto
1020.2021/0003340-8;Despacho deferido;1;correto
1020.2021/0003341-6;Despacho deferido;1;correto
1020.2021/0003451-0;Despacho deferido;1;correto
1020.2021/0003452-8;Despacho deferido;1;correto
1020.2021/0003455-2;Despacho deferido;1;correto
1020.2021/0003460-9;Despacho deferido;1;correto
1020.2021/0001882-4;Despacho deferido;1;correto
1020.2021/0001883-2;Despacho deferido;1;correto
1020.2021/0001888-3;Despacho deferido;1;correto
1020.2021/0001891-3;Despacho deferido;1;correto
1020.2021/0001893-0;Despacho deferido;1;correto
1020.2021/0001963-4;Despacho deferido;1;correto
1020.2021/0001964-2;Despacho deferido;1;correto
1020.2021/0001966-9;Despacho deferido;1;correto
1020.2021/0001970-7;Despacho deferido;1;correto
1020.2021/0001971-5;Despacho deferido;1;inexistente
1020.2021/0001972-3;Despacho deferido;1;correto
1020.2021/0002114-0;Despacho deferido;1;correto
1020.2021/0002116-7;Despacho deferido;1;correto
1020.2021/0002117-5;Despacho deferido;1;correto
1020.2021/0002118-3;Despacho deferido;1;correto
1020.2021/0002119-1;Despacho deferido;1;correto
1020.2021/0001819-0;Despacho deferido;1;correto
1020.2021/0002123-0;Despacho deferido;1;correto
1020.2021/0001818-2;Despacho deferido;1;correto
1020.2021/0001522-1;Despacho deferido;1;correto
1020.2021/0001524-8;Despacho deferido;1;correto
1020.2021/0001527-2;Despacho deferido;1;correto
1020.2021/0001531-0;Despacho deferido;1;correto
1020.2021/0001533-7;Despacho deferido;1;correto
1020.2021/0001534-5;Despacho deferido;1;correto
1020.2021/0001716-0;Despacho deferido;1;inexistente
1020.2021/0001718-6;Despacho deferido;1;correto
1020.2021/0001721-6;Despacho deferido;1;correto
1020.2021/0001722-4;Despacho deferido;1;correto
1020.2021/0001724-0;Despacho deferido;1;correto
1020.2021/0001725-9;Despacho deferido;1;correto
1020.2021/0001726-7;Despacho deferido;1;correto
1020.2021/0001804-2;Despacho deferido;1;correto
1020.2021/0001808-5;Despacho deferido;1;correto
1020.2021/0001809-3;Despacho deferido;1;correto
1020.2021/0001815-8;Despacho deferido;1;correto
1020.2021/0001817-4;Despacho deferido;1;correto
1020.2021/0002121-3;Despacho deferido;1;correto
1020.2021/0002442-5;Despacho deferido;1;correto
1020.2021/0002444-1;Despacho deferido;1;correto
1020.2021/0002445-0;Despacho deferido;1;correto
1020.2021/0002446-8;Despacho deferido;1;correto
1020.2021/0002447-6;Despacho deferido;1;correto
1020.2021/0002448-4;Despacho deferido;1;correto
1020.2021/0002449-2;Despacho deferido;1;correto
1020.2021/0002450-6;Despacho deferido;1;correto
1020.2021/0002451-4;Despacho deferido;1;correto
1020.2021/0002452-2;Despacho deferido;1;correto
1020.2021/0002453-0;Despacho deferido;1;correto
1020.2021/0002454-9;Despacho deferido;1;correto
1020.2021/0002455-7;Despacho deferido;1;correto
1020.2021/0002456-5;Despacho deferido;1;correto
1020.2021/0002457-3;Despacho deferido;1;correto
1020.2021/0002458-1;Despacho deferido;1;correto
1020.2021/0002459-0;Despacho deferido;1;correto
1020.2021/0002460-3;Despacho deferido;1;correto
1020.2021/0002462-0;Despacho deferido;1;correto
1020.2021/0002599-5;Despacho deferido;1;correto
1020.2021/0002600-2;Despacho deferido;1;correto
1020.2021/0002601-0;Despacho deferido;1;correto
1020.2021/0002604-5;Despacho deferido;1;correto
1020.2021/0002605-3;Despacho deferido;1;correto
1020.2021/0002606-1;Despacho deferido;1;correto
1020.2021/0002607-0;Despacho deferido;1;correto
1020.2021/0002608-8;Despacho deferido;1;correto
1020.2021/0002443-3;Despacho deferido;1;correto
1020.2021/0002441-7;Despacho deferido;1;correto
1020.2021/0002125-6;Despacho deferido;1;correto
1020.2021/0002440-9;Despacho deferido;1;correto
1020.2021/0002126-4;Despacho deferido;1;correto
1020.2021/0002130-2;Despacho deferido;1;correto
1020.2021/0002131-0;Despacho deferido;1;correto
1020.2021/0002142-6;Despacho deferido;1;correto
1020.2021/0002143-4;Despacho deferido;1;correto
1020.2021/0002147-7;Despacho deferido;1;correto
1020.2021/0002216-3;Despacho deferido;1;correto
1020.2021/0002221-0;Despacho deferido;1;inexistente
1020.2021/0002334-8;Despacho deferido;1;correto
1020.2021/0002335-6;Despacho deferido;1;correto
1020.2021/0002435-2;Despacho deferido;1;correto
1020.2021/0002437-9;Despacho deferido;1;correto
1020.2021/0002438-7;Despacho deferido;1;correto
1020.2021/0002439-5;Despacho deferido;1;correto
1020.2020/0016012-2;Despacho deferido;1;correto
1020.2021/0003794-2;Despacho deferido;1;correto
1020.2020/0014333-3;Despacho deferido;1;correto
1020.2020/0014336-8;Despacho deferido;1;correto
1020.2020/0014338-4;Despacho deferido;1;correto
1020.2020/0014339-2;Despacho deferido;1;correto
1020.2020/0014340-6;Despacho deferido;1;correto
1020.2020/0014343-0;Despacho deferido;1;correto
1020.2020/0014422-4;Despacho deferido;1;correto
1020.2020/0014424-0;Despacho deferido;1;correto
1020.2020/0014428-3;Despacho deferido;1;correto
1020.2020/0014436-4;Despacho deferido;1;correto
1020.2020/0014479-8;Despacho deferido;1;correto
1020.2020/0014481-0;Despacho deferido;1;inexistente
1020.2020/0014482-8;Despacho deferido;1;correto
1020.2020/0014484-4;Despacho deferido;1;correto
1020.2020/0014334-1;Despacho deferido;1;correto
1020.2020/0014283-3;Despacho deferido;1;correto
1020.2020/0014285-0;Despacho deferido;1;correto
1020.2020/0014289-2;Despacho deferido;1;correto
1020.2020/0014292-2;Despacho deferido;1;correto
1020.2020/0014296-5;Despacho deferido;1;correto
1020.2020/0014298-1;Despacho deferido;1;correto
1020.2020/0014302-3;Despacho deferido;1;correto
1020.2020/0014303-1;Despacho deferido;1;correto
1020.2020/0014308-2;Despacho deferido;1;correto
1020.2020/0014311-2;Despacho deferido;1;correto
1020.2020/0014319-8;Despacho deferido;1;correto
1020.2020/0014320-1;Despacho deferido;1;correto
1020.2020/0014321-0;Despacho deferido;1;correto
1020.2020/0014322-8;Despacho deferido;1;correto
1020.2020/0014323-6;Despacho deferido;1;correto
1020.2020/0014325-2;Despacho deferido;1;correto
1020.2020/0014326-0;Despacho deferido;1;correto
1020.2020/0014278-7;Despacho deferido;1;correto
1020.2020/0014538-7;Despacho deferido;1;correto
1020.2020/0014539-5;Despacho deferido;1;correto
1020.2020/0014546-8;Despacho deferido;1;correto
1020.2020/0014549-2;Despacho deferido;1;correto
1020.2020/0014552-2;Despacho deferido;1;correto
1020.2020/0014554-9;Despacho deferido;1;correto
1020.2020/0014555-7;Despacho deferido;1;correto
1020.2020/0014556-5;Despacho deferido;1;correto
1020.2020/0014557-3;Despacho deferido;1;correto
1020.2020/0014559-0;Despacho deferido;1;correto
1020.2020/0014564-6;Despacho deferido;1;correto
1020.2020/0014566-2;Despacho deferido;1;correto
1020.2020/0014572-7;Despacho deferido;1;correto
1020.2020/0014573-5;Despacho deferido;1;correto
1020.2020/0014574-3;Despacho deferido;1;correto
1020.2020/0014585-9;Despacho deferido;1;correto
1020.2020/0014533-6;Despacho deferido;1;correto
1020.2020/0014489-5;Despacho deferido;1;correto
1020.2020/0014530-1;Despacho deferido;1;correto
1020.2020/0014491-7;Despacho deferido;1;correto
1020.2020/0014493-3;Despacho deferido;1;correto
1020.2020/0014500-0;Despacho deferido;1;correto
1020.2020/0014511-5;Despacho deferido;1;correto
1020.2020/0014513-1;Despacho deferido;1;correto
1020.2020/0014514-0;Despacho deferido;1;correto
1020.2020/0014515-8;Despacho deferido;1;correto
1020.2020/0014516-6;Despacho deferido;1;correto
1020.2020/0014519-0;Despacho deferido;1;inexistente
1020.2020/0014521-2;Despacho deferido;1;correto
1020.2020/0014522-0;Despacho deferido;1;correto
1020.2020/0014528-0;Despacho deferido;1;correto
1020.2020/0014279-5;Despacho deferido;1;correto
1010.2020/0008072-8;Despacho deferido;1;correto
1010.2020/0008082-5;Despacho deferido;1;correto
1010.2020/0008085-0;Despacho deferido;1;correto
1010.2020/0008086-8;Despacho deferido;1;correto
1010.2020/0008116-3;Despacho deferido;1;correto
1010.2020/0008244-5;Despacho deferido;1;correto
1010.2020/0008247-0;Despacho deferido;1;correto
1010.2020/0008249-6;Despacho deferido;1;correto
1010.2020/0008250-0;Despacho deferido;1;correto
1010.2020/0008273-9;Despacho deferido;1;correto
1010.2020/0008275-5;Despacho deferido;1;correto
1010.2020/0008279-8;Despacho deferido;1;correto
1010.2020/0008299-2;Despacho deferido;1;correto
1010.2020/0008307-7;Despacho deferido;1;correto
1010.2020/0008309-3;Despacho deferido;1;correto
1010.2020/0008310-7;Despacho deferido;1;correto
1010.2020/0008311-5;Despacho deferido;1;correto
1010.2020/0008360-3;Despacho deferido;1;correto
1010.2020/0008074-4;Despacho deferido;1;correto
1010.2020/0008070-1;Despacho deferido;1;correto
1010.2020/0007992-4;Despacho deferido;1;correto
1010.2020/0006559-1;Despacho deferido;1;inexistente
1010.2020/0006787-0;Despacho deferido;1;correto
1010.2020/0007034-0;Despacho deferido;1;2
1010.2020/0007037-4;Despacho deferido;1;correto
1010.2020/0007052-8;Despacho deferido;1;correto
1010.2020/0007369-1;Despacho deferido;1;inexistente
1010.2020/0007370-5;Despacho deferido;1;correto
1010.2020/0007462-0;Despacho deferido;1;correto
1010.2020/0007463-9;Despacho deferido;1;correto
1010.2020/0007510-4;Despacho deferido;1;correto
1010.2020/0007567-8;Despacho deferido;1;correto
1010.2020/0007568-6;Despacho deferido;1;correto
1010.2020/0007569-4;Despacho deferido;1;correto
1010.2020/0007702-6;Despacho deferido;1;correto
1010.2020/0007706-9;Despacho deferido;1;correto
1010.2020/0007720-4;Despacho deferido;1;correto
1010.2020/0007927-4;Despacho deferido;1;correto
1010.2020/0007931-2;Despacho deferido;1;2
1010.2020/0007943-6;Despacho deferido;1;correto
1010.2020/0007985-1;Despacho deferido;1;correto
1010.2020/0007986-0;Despacho deferido;1;correto
1010.2020/0008361-1;Despacho deferido;1;correto
1010.2020/0008380-8;Despacho deferido;1;correto
1020.2020/0014276-0;Despacho deferido;1;correto
1010.2020/0008674-2;Despacho deferido;1;correto
1010.2020/0008681-5;Despacho deferido;1;inexistente
1020.2020/0014204-3;Despacho deferido;1;inexistente
1020.2020/0014207-8;Despacho deferido;1;correto
1020.2020/0014212-4;Despacho deferido;1;correto
1020.2020/0014213-2;Despacho deferido;1;correto
1020.2020/0014217-5;Despacho deferido;1;correto
1020.2020/0014219-1;Despacho deferido;1;correto
1020.2020/0014220-5;Despacho deferido;1;correto
1020.2020/0014221-3;Despacho deferido;1;correto
1020.2020/0014223-0;Despacho deferido;1;correto
1020.2020/0014225-6;Despacho deferido;1;correto
1020.2020/0014229-9;Despacho deferido;1;correto
1020.2020/0014246-9;Despacho deferido;1;correto
1010.2020/0008671-8;Despacho deferido;1;correto
1010.2020/0008381-6;Despacho deferido;1;correto
1010.2020/0008446-4;Despacho deferido;1;correto
1010.2020/0008448-0;Despacho deferido;1;correto
1010.2020/0008450-2;Despacho deferido;1;correto
1010.2020/0008453-7;Despacho deferido;1;correto
1010.2020/0008454-5;Despacho deferido;1;correto
1010.2020/0008494-4;Despacho deferido;1;correto
1010.2020/0008496-0;Despacho deferido;1;correto
1010.2020/0008497-9;Despacho deferido;1;correto
1010.2020/0008518-5;Despacho deferido;1;correto
1010.2020/0008546-0;Despacho deferido;1;correto
1010.2020/0008628-9;Despacho deferido;1;inexistente
1010.2020/0008635-1;Despacho deferido;1;correto
1010.2020/0008639-4;Despacho deferido;1;correto
1010.2020/0008643-2;Despacho deferido;1;correto
1010.2020/0008646-7;Despacho deferido;1;correto
1010.2020/0008657-2;Despacho deferido;1;inexistente
1020.2020/0016010-6;Despacho deferido;1;correto
1020.2020/0015740-7;Despacho deferido;1;correto
1020.2020/0015741-5;Despacho deferido;1;correto
1020.2020/0015743-1;Despacho deferido;1;correto
1020.2020/0015744-0;Despacho deferido;1;correto
1020.2020/0015746-6;Despacho deferido;1;correto
1020.2020/0015747-4;Despacho deferido;1;correto
1020.2020/0015750-4;Despacho deferido;1;correto
1020.2020/0015752-0;Despacho deferido;1;correto
1020.2020/0015755-5;Despacho deferido;1;correto
1020.2020/0015756-3;Despacho deferido;1;correto
1020.2020/0015758-0;Despacho deferido;1;correto
1020.2020/0015763-6;Despacho deferido;1;inexistente
1020.2020/0015764-4;Despacho deferido;1;correto
1020.2020/0015765-2;Despacho deferido;1;inexistente
1020.2020/0015770-9;Despacho deferido;1;correto
1020.2020/0015773-3;Despacho deferido;1;correto
1020.2020/0015775-0;Despacho deferido;1;correto
1020.2020/0015776-8;Despacho deferido;1;correto
1020.2020/0015737-7;Despacho deferido;1;correto
1020.2020/0015733-4;Despacho deferido;1;correto
1020.2020/0015820-9;Despacho deferido;1;correto
1020.2020/0015649-4;Despacho deferido;1;correto
1020.2020/0015551-0;Despacho deferido;1;correto
1020.2020/0015552-8;Despacho deferido;1;correto
1020.2020/0015553-6;Despacho deferido;1;correto
1020.2020/0015555-2;Despacho deferido;1;correto
1020.2020/0015557-9;Despacho deferido;1;correto
