n_processo;data_autuacao;assunto;coord_atual;status;data_extracao
1020.2020/0014306-6;17/11/2020 12:39:33;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2021/0000691-5;26/01/2021 08:33:13;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1010.2020/0008662-9;11/11/2020 16:58:14;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;indeferido e encerrado;2024.03.04
1020.2020/0014581-6;30/11/2020 10:31:03;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014212-4;13/11/2020 11:54:15;Alvará de Instalação de Heliponto;CONTRU;deferido;2024.03.04
1020.2020/0014221-3;13/11/2020 12:11:11;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014537-9;24/11/2020 14:52:58;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014582-4;30/11/2020 10:36:52;Certificado de Estanqueidade;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014217-5;13/11/2020 12:06:17;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014222-1;13/11/2020 12:13:57;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014485-2;19/11/2020 10:54:11;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido;2024.03.04
1020.2020/0014499-2;19/11/2020 15:09:26;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014529-8;24/11/2020 14:36:25;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2021/0002697-5;09/03/2021 16:11:04;Alvará de Funcionamento de Local de Reunião;CONTRU;indeferido;2024.03.04
1020.2020/0014292-2;17/11/2020 10:59:50;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014501-8;19/11/2020 16:33:01;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014424-0;18/11/2020 16:44:37;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014502-6;19/11/2020 16:36:42;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014425-9;18/11/2020 16:47:55;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014503-4;19/11/2020 16:42:06;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1010.2020/0008681-5;11/11/2020 17:38:20;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido;2024.03.04
1020.2020/0014223-0;13/11/2020 12:16:57;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014225-6;13/11/2020 13:30:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014323-6;17/11/2020 13:25:43;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;deferido;2024.03.04
1020.2020/0014312-0;17/11/2020 12:55:30;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2020/0014325-2;17/11/2020 13:27:43;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014293-0;17/11/2020 11:10:43;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014523-9;23/11/2020 14:20:35;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2020/0014283-3;17/11/2020 10:07:18;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014224-8;13/11/2020 13:24:54;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014326-0;17/11/2020 13:29:41;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);GAB;deferido;2024.03.04
1020.2020/0014314-7;17/11/2020 13:04:51;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014332-5;17/11/2020 13:44:13;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido e encerrado;2024.03.04
1020.2020/0014315-5;17/11/2020 13:09:14;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;em análise;2024.03.04
1020.2020/0014335-0;17/11/2020 13:52:50;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014317-1;17/11/2020 13:12:53;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014484-4;19/11/2020 10:32:34;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014495-0;19/11/2020 12:31:56;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2020/0014284-1;17/11/2020 10:11:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014207-8;13/11/2020 11:45:35;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014437-2;18/11/2020 17:39:23;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2020/0014285-0;17/11/2020 10:16:49;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014436-4;18/11/2020 17:35:59;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014435-6;18/11/2020 17:34:08;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2020/0014531-0;24/11/2020 14:38:34;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2020/0014522-0;23/11/2020 14:19:00;Alvará de Funcionamento de Local de Reunião;CONTRU;deferido;2024.03.04
1020.2020/0014329-5;17/11/2020 13:40:37;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido e encerrado;2024.03.04
1020.2020/0014491-7;19/11/2020 11:06:37;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;deferido;2024.03.04
1020.2020/0014532-8;24/11/2020 14:40:46;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014497-6;19/11/2020 12:37:56;Certificado de Segurança;CONTRU;indeferido;2024.03.04
1020.2020/0014540-9;24/11/2020 15:33:46;Alvará de Funcionamento de Local de Reunião;CONTRU;em análise;2024.03.04
1020.2020/0014333-3;17/11/2020 13:48:47;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014294-9;17/11/2020 11:14:34;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2020/0014434-8;18/11/2020 17:32:00;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2020/0014433-0;18/11/2020 17:30:12;Certificado de Acessibilidade;CONTRU;indeferido;2024.03.04
1020.2020/0014331-7;17/11/2020 13:43:57;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014549-2;25/11/2020 11:19:32;Certificado de Segurança;CONTRU;deferido;2024.03.04
1020.2020/0014521-2;23/11/2020 14:17:11;Certificado de Segurança;CONTRU;deferido;2024.03.04
1020.2021/0016878-8;05/11/2021 15:27:56;Certificado de Acessibilidade;CONTRU;indeferido;2024.03.04
1020.2020/0014296-5;17/11/2020 11:18:28;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014327-9;17/11/2020 13:36:38;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014426-7;18/11/2020 16:51:16;Alvará de Funcionamento de Local de Reunião;CONTRU;deferido;2024.03.04
1020.2020/0014299-0;17/11/2020 12:18:59;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;desistido;2024.03.04
1020.2020/0014319-8;17/11/2020 13:16:30;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014311-2;17/11/2020 12:49:52;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014588-3;30/11/2020 11:08:45;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014321-0;17/11/2020 13:19:32;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014583-2;30/11/2020 10:39:44;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);RESID;indeferido;2024.03.04
1020.2020/0014300-7;17/11/2020 12:29:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2020/0014643-0;30/11/2020 16:29:21;Alvará de Funcionamento de Local de Reunião;CONTRU;em análise;2024.03.04
1020.2020/0014226-4;13/11/2020 13:55:47;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;desistido;2024.03.04
1020.2020/0014227-2;13/11/2020 13:58:23;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2020/0014432-1;18/11/2020 17:25:43;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);SERVIN;em análise;2024.03.04
1020.2020/0015495-5;16/12/2020 16:35:12;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2020/0014216-7;13/11/2020 12:05:20;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;indeferido;2024.03.04
1020.2020/0014218-3;13/11/2020 12:07:23;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2020/0014547-6;25/11/2020 11:04:02;Certificado de Segurança;CONTRU;indeferido;2024.03.04
1020.2020/0014230-2;13/11/2020 14:46:55;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;em análise;2024.03.04
1020.2020/0014228-0;13/11/2020 14:02:16;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2020/0014229-9;13/11/2020 14:11:37;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;deferido;2024.03.04
1020.2020/0014428-3;18/11/2020 17:10:15;Alvará de Funcionamento de Local de Reunião;CONTRU;deferido;2024.03.04
1020.2020/0014231-0;13/11/2020 16:57:17;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido e encerrado;2024.03.04
1020.2020/0014232-9;13/11/2020 17:06:30;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014427-5;18/11/2020 17:08:10;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2020/0016007-6;29/12/2020 12:36:59;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014246-9;13/11/2020 18:38:55;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014533-6;24/11/2020 14:42:18;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);SERVIN;deferido;2024.03.04
1020.2020/0014336-8;17/11/2020 14:14:47;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014517-4;23/11/2020 11:48:20;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);RESID;indeferido e encerrado;2024.03.04
1020.2020/0014541-7;24/11/2020 15:36:46;Alvará de Instalação de Heliponto;CONTRU;em análise;2024.03.04
1020.2020/0014276-0;16/11/2020 15:54:46;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014337-6;17/11/2020 14:17:18;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2020/0014542-5;24/11/2020 15:40:10;Certificado de Acessibilidade;CONTRU;indeferido;2024.03.04
1020.2020/0014286-8;17/11/2020 10:40:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014316-3;17/11/2020 13:12:03;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;indeferido;2024.03.04
1020.2020/0014885-8;01/12/2020 11:06:43;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2020/0014277-9;16/11/2020 17:24:44;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;indeferido e encerrado;2024.03.04
1020.2020/0014278-7;16/11/2020 17:31:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014279-5;16/11/2020 17:34:04;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014525-5;23/11/2020 14:40:05;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014511-5;23/11/2020 10:26:50;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014338-4;17/11/2020 14:19:02;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;deferido;2024.03.04
1020.2020/0014298-1;17/11/2020 11:52:39;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014324-4;17/11/2020 13:27:33;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;indeferido;2024.03.04
1020.2020/0014322-8;17/11/2020 13:23:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;deferido;2024.03.04
1020.2020/0014320-1;17/11/2020 13:17:36;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014334-1;17/11/2020 13:51:49;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;deferido;2024.03.04
1020.2020/0014339-2;17/11/2020 15:09:58;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014584-0;30/11/2020 10:41:31;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2020/0014340-6;17/11/2020 15:30:44;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;deferido;2024.03.04
1020.2020/0014341-4;17/11/2020 15:36:10;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;indeferido e encerrado;2024.03.04
1020.2020/0014342-2;17/11/2020 15:45:53;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;indeferido;2024.03.04
1020.2020/0014343-0;17/11/2020 15:53:34;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014344-9;17/11/2020 16:02:39;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014345-7;17/11/2020 17:01:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2020/0014346-5;17/11/2020 17:03:27;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014585-9;30/11/2020 10:43:38;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);COMIN;deferido;2024.03.04
1020.2020/0014699-5;30/11/2020 17:19:05;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2020/0014580-8;30/11/2020 10:27:15;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014417-8;18/11/2020 10:39:28;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido e encerrado;2024.03.04
1020.2020/0014586-7;30/11/2020 10:45:49;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);SERVIN;em análise;2024.03.04
1020.2020/0014535-2;24/11/2020 14:44:30;Alvará de Funcionamento de Local de Reunião;CONTRU;desistido;2024.03.04
1020.2020/0014418-6;18/11/2020 11:08:00;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0014593-0;30/11/2020 13:25:49;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);COMIN;em análise;2024.03.04
1020.2020/0014419-4;18/11/2020 12:02:34;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;desistido;2024.03.04
1020.2020/0014420-8;18/11/2020 12:26:29;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;desistido;2024.03.04
1020.2020/0014590-5;30/11/2020 12:41:02;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2020/0014556-5;25/11/2020 15:01:55;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0014421-6;18/11/2020 13:15:35;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2020/0014422-4;18/11/2020 13:24:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2020/0015487-4;16/12/2020 10:10:28;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2020/0015148-4;07/12/2020 16:39:52;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;em análise;2024.03.04
1020.2020/0014438-0;18/11/2020 17:44:04;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);COMIN;desistido;2024.03.04
1020.2020/0014479-8;19/11/2020 10:18:03;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014543-3;24/11/2020 15:42:01;Alvará de Funcionamento de Local de Reunião;CONTRU;deferido;2024.03.04
1020.2020/0014550-6;25/11/2020 11:45:35;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido e encerrado;2024.03.04
1020.2020/0014482-8;19/11/2020 10:28:51;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014492-5;19/11/2020 11:41:47;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2020/0014493-3;19/11/2020 12:00:42;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2020/0014498-4;19/11/2020 13:23:16;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2020/0015147-6;07/12/2020 16:38:29;Certificado de Acessibilidade;CONTRU;desistido;2024.03.04
1020.2020/0014500-0;19/11/2020 16:16:06;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);RESID;deferido;2024.03.04
1020.2020/0015838-1;23/12/2020 16:12:44;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;indeferido e encerrado;2024.03.04
1020.2020/0014505-0;19/11/2020 18:20:09;Alvará de Aprovação e Execução de Reforma (HIS/ HMP);PARHIS;indeferido e encerrado;2024.03.04
1020.2020/0014587-5;30/11/2020 10:47:02;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2020/0015153-0;08/12/2020 10:38:19;Alvará de Funcionamento de Local de Reunião;CONTRU;deferido;2024.03.04
1020.2020/0014939-0;03/12/2020 16:22:11;Cadastro de Sistema Especial de Segurança;CONTRU;deferido;2024.03.04
1020.2020/0014589-1;30/11/2020 12:33:57;Certificado de Segurança;CONTRU;indeferido e encerrado;2024.03.04
